"","language","age","measure","uni_lemma","words","prop"
"1885","Slovak",13,"understands","dog","pes/havo",0.945945945945946
"1886","Slovak",14,"understands","dog","pes/havo",0.961538461538462
"1887","Slovak",15,"understands","dog","pes/havo",0.954022988505747
"1888","Slovak",16,"understands","dog","pes/havo",0.985294117647059
"1889","Slovak",17,"understands","dog","pes / havo",0.942857142857143
"1890","Slovak",18,"understands","dog","pes / havo",1
"1891","Slovak",19,"understands","dog","pes / havo",0.946428571428571
"1892","Slovak",20,"understands","dog","pes / havo",0.983870967741935
"1893","Slovak",21,"understands","dog","pes / havo",0.987654320987654
"1894","Slovak",22,"understands","dog","pes / havo",1
"1895","Slovak",23,"understands","dog","pes / havo",0.949152542372881
"1896","Slovak",24,"understands","dog","pes / havo",0.983050847457627
"1897","Slovak",25,"understands","dog","pes / havo",0.971014492753623
"1898","Slovak",26,"understands","dog","pes / havo",0.987179487179487
"1899","Slovak",27,"understands","dog","pes / havo",1
"1900","Slovak",28,"understands","dog","pes / havo",0.941860465116279
"1901","Slovak",29,"understands","dog","pes / havo",0.973333333333333
"1902","Slovak",30,"understands","dog","pes / havo",1
"1903","Slovak",31,"understands","dog","pes / havo",0.96551724137931
"1904","Slovak",32,"understands","dog","pes / havo",1
"1905","Slovak",33,"understands","dog","pes / havo",1
"1906","Slovak",34,"understands","dog","pes / havo",1
"1907","Slovak",35,"understands","dog","pes / havo",0.925925925925926
"1908","Slovak",36,"understands","dog","pes / havo",1
"1909","Spanish (Mexican)",8,"understands","dog","perro",0.45
"1910","Spanish (Mexican)",9,"understands","dog","perro",0.359375
"1911","Spanish (Mexican)",10,"understands","dog","perro",0.507042253521127
"1912","Spanish (Mexican)",11,"understands","dog","perro",0.582089552238806
"1913","Spanish (Mexican)",12,"understands","dog","perro",0.707865168539326
"1914","Spanish (Mexican)",13,"understands","dog","perro",0.771084337349398
"1915","Spanish (Mexican)",14,"understands","dog","perro",0.736842105263158
"1916","Spanish (Mexican)",15,"understands","dog","perro",0.885245901639344
"1917","Spanish (Mexican)",16,"understands","dog","perro",0.673202614379085
"1918","Spanish (Mexican)",17,"understands","dog","perro",0.739837398373984
"1919","Spanish (Mexican)",18,"understands","dog","perro",0.721854304635762
"1920","Spanish (Mexican)",19,"understands","dog","perro",0.695121951219512
"1921","Spanish (Mexican)",20,"understands","dog","perro",0.696969696969697
"1922","Spanish (Mexican)",21,"understands","dog","perro",0.717647058823529
"1923","Spanish (Mexican)",22,"understands","dog","perro",0.724137931034483
"1924","Spanish (Mexican)",23,"understands","dog","perro",0.693181818181818
"1925","Spanish (Mexican)",24,"understands","dog","perro",0.869565217391304
"1926","Spanish (Mexican)",25,"understands","dog","perro",0.837209302325581
"1927","Spanish (Mexican)",26,"understands","dog","perro",0.810810810810811
"1928","Spanish (Mexican)",27,"understands","dog","perro",0.875
"1929","Spanish (Mexican)",28,"understands","dog","perro",0.878048780487805
"1930","Spanish (Mexican)",29,"understands","dog","perro",0.866666666666667
"1931","Spanish (Mexican)",30,"understands","dog","perro",0.830769230769231
"1932","Swedish",8,"understands","dog","hund",0.0769230769230769
"1933","Swedish",10,"understands","dog","hund",0.37037037037037
"1934","Swedish",11,"understands","dog","hund",0
"1935","Swedish",12,"understands","dog","hund",0.556962025316456
"1936","Swedish",13,"understands","dog","hund",0.428571428571429
"1937","Swedish",14,"understands","dog","hund",0.806451612903226
"1938","Swedish",15,"understands","dog","hund",0.769230769230769
"1939","Swedish",16,"understands","dog","hund",0.531446540880503
"1940","Swedish",19,"understands","dog","hund",0.322368421052632
"1941","Swedish",22,"understands","dog","hund",0.618892508143323
"1942","Swedish",25,"understands","dog","hund",0.748251748251748
"1943","Swedish",28,"understands","dog","hund",0.863309352517986
"1944","Turkish",8,"understands","dog","Köpek",0.135714285714286
"1945","Turkish",9,"understands","dog","Köpek",0.368
"1946","Turkish",10,"understands","dog","Köpek",0.323076923076923
"1947","Turkish",11,"understands","dog","Köpek",0.4
"1948","Turkish",12,"understands","dog","Köpek",0.458333333333333
"1949","Turkish",13,"understands","dog","Köpek",0.573770491803279
"1950","Turkish",14,"understands","dog","Köpek",0.72108843537415
"1951","Turkish",15,"understands","dog","Köpek",0.709923664122137
"1952","Turkish",16,"understands","dog","Köpek",0.434782608695652
"1953","Turkish",17,"understands","dog","Köpek",0.299065420560748
"1954","Turkish",18,"understands","dog","Köpek",0.328125
"1955","Turkish",19,"understands","dog","Köpek",0.413223140495868
"1956","Turkish",20,"understands","dog","Köpek",0.46218487394958
"1957","Turkish",21,"understands","dog","Köpek",0.548387096774194
"1958","Turkish",22,"understands","dog","Köpek",0.515873015873016
"1959","Turkish",23,"understands","dog","Köpek",0.633587786259542
"1960","Turkish",24,"understands","dog","Köpek",0.707547169811321
"1961","Turkish",25,"understands","dog","Köpek",0.699186991869919
"1962","Turkish",26,"understands","dog","Köpek",0.764227642276423
"1963","Turkish",27,"understands","dog","Köpek",0.833333333333333
"1964","Turkish",28,"understands","dog","Köpek",0.857142857142857
"1965","Turkish",29,"understands","dog","Köpek",0.882352941176471
"1966","Turkish",30,"understands","dog","Köpek",0.932692307692308
"1967","Turkish",31,"understands","dog","Köpek",0.871287128712871
"1968","Turkish",32,"understands","dog","Köpek",0.893939393939394
"1969","Turkish",33,"understands","dog","Köpek",0.93859649122807
"1970","Turkish",34,"understands","dog","Köpek",0.878504672897196
"1971","Turkish",35,"understands","dog","Köpek",0.931297709923664
"1972","Turkish",36,"understands","dog","Köpek",0.974025974025974
