"","language","age","measure","uni_lemma","words","prop"
"1407","Slovak",28,"understands","ball","guľka, lopta / gól",0.976744186046512
"1408","Slovak",29,"understands","ball","guľka, lopta / gól",0.986666666666667
"1409","Slovak",30,"understands","ball","guľka, lopta / gól",0.979591836734694
"1410","Slovak",31,"understands","ball","guľka, lopta / gól",0.982758620689655
"1411","Slovak",32,"understands","ball","guľka, lopta / gól",0.98
"1412","Slovak",33,"understands","ball","guľka, lopta / gól",1
"1413","Slovak",34,"understands","ball","guľka, lopta / gól",0.981481481481482
"1414","Slovak",35,"understands","ball","guľka, lopta / gól",0.981481481481482
"1415","Slovak",36,"understands","ball","guľka, lopta / gól",1
"1416","Spanish (Mexican)",8,"understands","ball","pelota",0.425
"1417","Spanish (Mexican)",9,"understands","ball","pelota",0.484375
"1418","Spanish (Mexican)",10,"understands","ball","pelota",0.47887323943662
"1419","Spanish (Mexican)",11,"understands","ball","pelota",0.701492537313433
"1420","Spanish (Mexican)",12,"understands","ball","pelota",0.730337078651685
"1421","Spanish (Mexican)",13,"understands","ball","pelota",0.807228915662651
"1422","Spanish (Mexican)",14,"understands","ball","pelota",0.776315789473684
"1423","Spanish (Mexican)",15,"understands","ball","pelota",0.80327868852459
"1424","Spanish (Mexican)",16,"understands","ball","pelota",0.718954248366013
"1425","Spanish (Mexican)",17,"understands","ball","pelota",0.739837398373984
"1426","Spanish (Mexican)",18,"understands","ball","pelota",0.814569536423841
"1427","Spanish (Mexican)",19,"understands","ball","pelota",0.682926829268293
"1428","Spanish (Mexican)",20,"understands","ball","pelota",0.696969696969697
"1429","Spanish (Mexican)",21,"understands","ball","pelota",0.717647058823529
"1430","Spanish (Mexican)",22,"understands","ball","pelota",0.775862068965517
"1431","Spanish (Mexican)",23,"understands","ball","pelota",0.818181818181818
"1432","Spanish (Mexican)",24,"understands","ball","pelota",0.858695652173913
"1433","Spanish (Mexican)",25,"understands","ball","pelota",0.906976744186046
"1434","Spanish (Mexican)",26,"understands","ball","pelota",0.905405405405405
"1435","Spanish (Mexican)",27,"understands","ball","pelota",0.972222222222222
"1436","Spanish (Mexican)",28,"understands","ball","pelota",0.939024390243902
"1437","Spanish (Mexican)",29,"understands","ball","pelota",0.946666666666667
"1438","Spanish (Mexican)",30,"understands","ball","pelota",0.969230769230769
"1439","Swedish",8,"understands","ball","boll",0.0384615384615385
"1440","Swedish",10,"understands","ball","boll",0.333333333333333
"1441","Swedish",11,"understands","ball","boll",0.333333333333333
"1442","Swedish",12,"understands","ball","boll",0.683544303797468
"1443","Swedish",13,"understands","ball","boll",0.857142857142857
"1444","Swedish",14,"understands","ball","boll",0.895161290322581
"1445","Swedish",15,"understands","ball","boll",0.923076923076923
"1446","Swedish",16,"understands","ball","boll",0.632075471698113
"1447","Swedish",19,"understands","ball","boll",0.598684210526316
"1448","Swedish",22,"understands","ball","boll",0.804560260586319
"1449","Swedish",25,"understands","ball","boll",0.916083916083916
"1450","Swedish",28,"understands","ball","boll",0.956834532374101
"1451","Turkish",8,"understands","ball","Top",0.5
"1452","Turkish",9,"understands","ball","Top",0.664
"1453","Turkish",10,"understands","ball","Top",0.7
"1454","Turkish",11,"understands","ball","Top",0.776
"1455","Turkish",12,"understands","ball","Top",0.825
"1456","Turkish",13,"understands","ball","Top",0.786885245901639
"1457","Turkish",14,"understands","ball","Top",0.904761904761905
"1458","Turkish",15,"understands","ball","Top",0.916030534351145
"1459","Turkish",16,"understands","ball","Top",0.701086956521739
"1460","Turkish",17,"understands","ball","Top",0.579439252336449
"1461","Turkish",18,"understands","ball","Top",0.640625
"1462","Turkish",19,"understands","ball","Top",0.727272727272727
"1463","Turkish",20,"understands","ball","Top",0.73109243697479
"1464","Turkish",21,"understands","ball","Top",0.758064516129032
"1465","Turkish",22,"understands","ball","Top",0.738095238095238
"1466","Turkish",23,"understands","ball","Top",0.816793893129771
"1467","Turkish",24,"understands","ball","Top",0.877358490566038
"1468","Turkish",25,"understands","ball","Top",0.894308943089431
"1469","Turkish",26,"understands","ball","Top",0.910569105691057
"1470","Turkish",27,"understands","ball","Top",0.888888888888889
"1471","Turkish",28,"understands","ball","Top",0.910714285714286
"1472","Turkish",29,"understands","ball","Top",0.941176470588235
"1473","Turkish",30,"understands","ball","Top",0.923076923076923
"1474","Turkish",31,"understands","ball","Top",0.95049504950495
"1475","Turkish",32,"understands","ball","Top",0.924242424242424
"1476","Turkish",33,"understands","ball","Top",0.93859649122807
"1477","Turkish",34,"understands","ball","Top",0.990654205607477
"1478","Turkish",35,"understands","ball","Top",0.954198473282443
"1479","Turkish",36,"understands","ball","Top",0.987012987012987
"1480","American Sign Language",10,"understands","dog","DOG",0
"1481","American Sign Language",18,"understands","dog","DOG",1
"1482","American Sign Language",21,"understands","dog","DOG",0.75
"1483","American Sign Language",23,"understands","dog","DOG",0.75
"1484","American Sign Language",24,"understands","dog","DOG",1
"1485","American Sign Language",27,"understands","dog","DOG",1
"1486","American Sign Language",30,"understands","dog","DOG",1
"1487","American Sign Language",31,"understands","dog","DOG",1
"1488","American Sign Language",32,"understands","dog","DOG",1
"1489","American Sign Language",34,"understands","dog","DOG",1
"1490","British Sign Language",8,"understands","dog","dog",0.25
"1491","British Sign Language",9,"understands","dog","dog",0.25
"1492","British Sign Language",10,"understands","dog","dog",0
"1493","British Sign Language",11,"understands","dog","dog",0.333333333333333
"1494","British Sign Language",12,"understands","dog","dog",0
"1495","British Sign Language",13,"understands","dog","dog",0.333333333333333
"1496","British Sign Language",14,"understands","dog","dog",0.714285714285714
"1497","British Sign Language",15,"understands","dog","dog",0.666666666666667
"1498","British Sign Language",16,"understands","dog","dog",0.571428571428571
"1499","British Sign Language",17,"understands","dog","dog",0.714285714285714
"1500","British Sign Language",18,"understands","dog","dog",0.875
"1501","British Sign Language",19,"understands","dog","dog",1
"1502","British Sign Language",20,"understands","dog","dog",0.909090909090909
"1503","British Sign Language",21,"understands","dog","dog",1
"1504","British Sign Language",22,"understands","dog","dog",1
"1505","British Sign Language",23,"understands","dog","dog",1
"1506","British Sign Language",24,"understands","dog","dog",1
"1507","British Sign Language",25,"understands","dog","dog",1
"1508","British Sign Language",26,"understands","dog","dog",1
"1509","British Sign Language",27,"understands","dog","dog",1
"1510","British Sign Language",28,"understands","dog","dog",1
"1511","British Sign Language",29,"understands","dog","dog",1
"1512","British Sign Language",30,"understands","dog","dog",1
"1513","British Sign Language",32,"understands","dog","dog",1
"1514","British Sign Language",33,"understands","dog","dog",1
"1515","British Sign Language",36,"understands","dog","dog",1
"1516","Cantonese",16,"understands","dog","狗",0.422222222222222
"1517","Cantonese",17,"understands","dog","狗",0.508196721311475
"1518","Cantonese",18,"understands","dog","狗",0.742424242424242
"1519","Cantonese",19,"understands","dog","狗",0.681818181818182
"1520","Cantonese",20,"understands","dog","狗",0.808219178082192
"1521","Cantonese",21,"understands","dog","狗",0.75
"1522","Cantonese",22,"understands","dog","狗",0.777777777777778
"1523","Cantonese",23,"understands","dog","狗",0.783783783783784
"1524","Cantonese",24,"understands","dog","狗",0.897058823529412
"1525","Cantonese",25,"understands","dog","狗",0.907692307692308
"1526","Cantonese",26,"understands","dog","狗",0.895522388059702
"1527","Cantonese",27,"understands","dog","狗",0.935483870967742
"1528","Cantonese",28,"understands","dog","狗",0.984848484848485
"1529","Cantonese",29,"understands","dog","狗",0.971830985915493
"1530","Cantonese",30,"understands","dog","狗",0.955882352941177
"1531","Croatian",8,"understands","dog","pas",0.173913043478261
"1532","Croatian",9,"understands","dog","pas",0.36
"1533","Croatian",10,"understands","dog","pas",0.5
"1534","Croatian",11,"understands","dog","pas",0.68
"1535","Croatian",12,"understands","dog","pas",0.771428571428571
"1536","Croatian",13,"understands","dog","pas",0.764705882352941
"1537","Croatian",14,"understands","dog","pas",0.821428571428571
"1538","Croatian",15,"understands","dog","pas",0.875
"1539","Croatian",16,"understands","dog","pas",0.808510638297872
"1540","Croatian",17,"understands","dog","pas",0.28
"1541","Croatian",18,"understands","dog","pas",0.454545454545455
"1542","Croatian",19,"understands","dog","pas",0.523809523809524
"1543","Croatian",20,"understands","dog","pas",0.692307692307692
"1544","Croatian",21,"understands","dog","pas",0.655172413793103
"1545","Croatian",22,"understands","dog","pas",0.75
"1546","Croatian",23,"understands","dog","pas",0.730769230769231
"1547","Croatian",24,"understands","dog","pas",0.9
"1548","Croatian",25,"understands","dog","pas",0.833333333333333
"1549","Croatian",26,"understands","dog","pas",0.96551724137931
"1550","Croatian",27,"understands","dog","pas",0.96
"1551","Croatian",28,"understands","dog","pas",0.952380952380952
"1552","Croatian",29,"understands","dog","pas",0.892857142857143
"1553","Croatian",30,"understands","dog","pas",0.964285714285714
"1554","Danish",8,"understands","dog","hund",0.160919540229885
"1555","Danish",9,"understands","dog","hund",0.137755102040816
"1556","Danish",10,"understands","dog","hund",0.258241758241758
"1557","Danish",11,"understands","dog","hund",0.37
"1558","Danish",12,"understands","dog","hund",0.521276595744681
"1559","Danish",13,"understands","dog","hund",0.587962962962963
"1560","Danish",14,"understands","dog","hund",0.758426966292135
"1561","Danish",15,"understands","dog","hund",0.729064039408867
"1562","Danish",16,"understands","dog","hund",0.518105849582173
"1563","Danish",17,"understands","dog","hund",0.572254335260116
"1564","Danish",18,"understands","dog","hund",0.67877094972067
"1565","Danish",19,"understands","dog","hund",0.667590027700831
"1566","Danish",20,"understands","dog","hund",0.782122905027933
"1567","Danish",21,"understands","dog","hund",0.635593220338983
"1568","Danish",22,"understands","dog","hund",0.723404255319149
"1569","Danish",23,"understands","dog","hund",0.789473684210526
"1570","Danish",24,"understands","dog","hund",0.875
"1571","Danish",25,"understands","dog","hund",0.869565217391304
"1572","Danish",26,"understands","dog","hund",0.936893203883495
"1573","Danish",27,"understands","dog","hund",0.960227272727273
"1574","Danish",28,"understands","dog","hund",0.963157894736842
"1575","Danish",29,"understands","dog","hund",0.961538461538462
"1576","Danish",30,"understands","dog","hund",0.976878612716763
"1577","Danish",31,"understands","dog","hund",0.982857142857143
"1578","Danish",32,"understands","dog","hund",1
"1579","Danish",33,"understands","dog","hund",0.986754966887417
"1580","Danish",34,"understands","dog","hund",0.993006993006993
"1581","Danish",35,"understands","dog","hund",0.991150442477876
"1582","Danish",36,"understands","dog","hund",1
"1583","English (American)",8,"understands","dog","dog",0.342857142857143
"1584","English (American)",9,"understands","dog","dog",0.361702127659574
"1585","English (American)",10,"understands","dog","dog",0.458064516129032
"1586","English (American)",11,"understands","dog","dog",0.670212765957447
"1587","English (American)",12,"understands","dog","dog",0.692307692307692
"1588","English (American)",13,"understands","dog","dog",0.835064935064935
"1589","English (American)",14,"understands","dog","dog",0.838461538461538
"1590","English (American)",15,"understands","dog","dog",0.84297520661157
"1591","English (American)",16,"understands","dog","dog",0.800715990453461
"1592","English (American)",17,"understands","dog","dog",0.779005524861878
"1593","English (American)",18,"understands","dog","dog",0.807984790874525
"1594","English (American)",19,"understands","dog","dog",0.832317073170732
"1595","English (American)",20,"understands","dog","dog",0.821167883211679
"1596","English (American)",21,"understands","dog","dog",0.847290640394089
"1597","English (American)",22,"understands","dog","dog",0.87
"1598","English (American)",23,"understands","dog","dog",0.942748091603053
"1599","English (American)",24,"understands","dog","dog",0.926243567753002
"1600","English (American)",25,"understands","dog","dog",0.948948948948949
"1601","English (American)",26,"understands","dog","dog",0.983425414364641
"1602","English (American)",27,"understands","dog","dog",0.964102564102564
"1603","English (American)",28,"understands","dog","dog",0.994981179422836
"1604","English (American)",29,"understands","dog","dog",0.974747474747475
"1605","English (American)",30,"understands","dog","dog",0.96271186440678
"1606","English (Australian)",12,"understands","dog","dog",0.0704225352112676
"1607","English (Australian)",13,"understands","dog","dog",0.234375
"1608","English (Australian)",14,"understands","dog","dog",0.378378378378378
"1609","English (Australian)",15,"understands","dog","dog",0.391304347826087
"1610","English (Australian)",16,"understands","dog","dog",0.45
"1611","English (Australian)",17,"understands","dog","dog",0.528846153846154
"1612","English (Australian)",18,"understands","dog","dog",0.513761467889908
"1613","English (Australian)",19,"understands","dog","dog",0.701612903225806
"1614","English (Australian)",20,"understands","dog","dog",0.833333333333333
"1615","English (Australian)",21,"understands","dog","dog",0.823529411764706
"1616","English (Australian)",22,"understands","dog","dog",0.89041095890411
"1617","English (Australian)",23,"understands","dog","dog",0.887323943661972
"1618","English (Australian)",24,"understands","dog","dog",0.855263157894737
"1619","English (Australian)",25,"understands","dog","dog",0.917647058823529
"1620","English (Australian)",26,"understands","dog","dog",0.87012987012987
"1621","English (Australian)",27,"understands","dog","dog",0.958333333333333
"1622","English (Australian)",28,"understands","dog","dog",0.970149253731343
"1623","English (Australian)",29,"understands","dog","dog",0.923076923076923
"1624","English (Australian)",30,"understands","dog","dog",0.981132075471698
"1625","English (British)",12,"understands","dog","dog",0.62962962962963
"1626","English (British)",13,"understands","dog","dog",0.571428571428571
"1627","English (British)",14,"understands","dog","dog",0.75
"1628","English (British)",15,"understands","dog","dog",0.852272727272727
"1629","English (British)",16,"understands","dog","dog",0.889830508474576
"1630","English (British)",17,"understands","dog","dog",0.913705583756345
"1631","English (British)",18,"understands","dog","dog",0.915254237288136
"1632","English (British)",19,"understands","dog","dog",0.963302752293578
"1633","English (British)",20,"understands","dog","dog",0.979452054794521
"1634","English (British)",21,"understands","dog","dog",0.975609756097561
"1635","English (British)",22,"understands","dog","dog",0.878378378378378
"1636","English (British)",23,"understands","dog","dog",0.868146653212243
"1637","English (British)",24,"understands","dog","dog",0.875346260387812
"1638","English (British)",25,"understands","dog","dog",0.893238434163701
"1639","English (British)",26,"understands","dog","dog",0.914893617021277
"1640","English (British)",27,"understands","dog","dog",0.852348993288591
"1641","English (British)",28,"understands","dog","dog",0.881720430107527
"1642","English (British)",29,"understands","dog","dog",0.855555555555556
"1643","English (British)",30,"understands","dog","dog",1
"1644","English (British)",31,"understands","dog","dog",1
"1645","English (British)",32,"understands","dog","dog",0.962962962962963
"1646","English (British)",33,"understands","dog","dog",0.933333333333333
"1647","English (British)",34,"understands","dog","dog",0.8
"1648","English (British)",35,"understands","dog","dog",0.8
"1649","French (French)",8,"understands","dog","chien",0.0851063829787234
"1650","French (French)",9,"understands","dog","chien",0
"1651","French (French)",11,"understands","dog","chien",0.357142857142857
"1652","French (French)",12,"understands","dog","chien",0.269230769230769
"1653","French (French)",13,"understands","dog","chien",0.476744186046512
"1654","French (French)",14,"understands","dog","chien",0.333333333333333
"1655","French (French)",16,"understands","dog","chien",0.208333333333333
"1656","French (French)",17,"understands","dog","chien",0.346153846153846
"1657","French (French)",19,"understands","dog","chien",0.909090909090909
"1658","French (French)",20,"understands","dog","chien",0.5
"1659","French (French)",21,"understands","dog","chien",0.714285714285714
"1660","French (French)",22,"understands","dog","chien",0.780487804878049
"1661","French (French)",23,"understands","dog","chien",0.746478873239437
"1662","French (French)",24,"understands","dog","chien",0.8
"1663","French (French)",25,"understands","dog","chien",0.952380952380952
"1664","French (French)",26,"understands","dog","chien",0.90625
"1665","French (French)",27,"understands","dog","chien",0.884615384615385
"1666","French (French)",28,"understands","dog","chien",1
"1667","French (French)",29,"understands","dog","chien",0.971428571428571
"1668","French (French)",30,"understands","dog","chien",1
"1669","French (Quebecois)",8,"understands","dog","chien",0.23728813559322
"1670","French (Quebecois)",9,"understands","dog","chien",0.406779661016949
"1671","French (Quebecois)",10,"understands","dog","chien",0.363636363636364
"1672","French (Quebecois)",11,"understands","dog","chien",0.46551724137931
"1673","French (Quebecois)",12,"understands","dog","chien",0.561643835616438
"1674","French (Quebecois)",13,"understands","dog","chien",0.642857142857143
"1675","French (Quebecois)",14,"understands","dog","chien",0.792452830188679
"1676","French (Quebecois)",15,"understands","dog","chien",0.854838709677419
"1677","French (Quebecois)",16,"understands","dog","chien",0.642105263157895
"1678","French (Quebecois)",17,"understands","dog","chien",0.403846153846154
"1679","French (Quebecois)",18,"understands","dog","chien",0.518518518518518
"1680","French (Quebecois)",19,"understands","dog","chien",0.574074074074074
"1681","French (Quebecois)",20,"understands","dog","chien",0.682539682539683
"1682","French (Quebecois)",21,"understands","dog","chien",0.806451612903226
"1683","French (Quebecois)",22,"understands","dog","chien",0.807017543859649
"1684","French (Quebecois)",23,"understands","dog","chien",0.884615384615385
"1685","French (Quebecois)",24,"understands","dog","chien",0.962962962962963
"1686","French (Quebecois)",25,"understands","dog","chien",0.862068965517241
"1687","French (Quebecois)",26,"understands","dog","chien",0.912280701754386
"1688","French (Quebecois)",27,"understands","dog","chien",0.983050847457627
"1689","French (Quebecois)",28,"understands","dog","chien",1
"1690","French (Quebecois)",29,"understands","dog","chien",1
"1691","French (Quebecois)",30,"understands","dog","chien",0.980769230769231
"1692","German",18,"understands","dog","Hund",0.247058823529412
"1693","German",19,"understands","dog","Hund",0.354430379746835
"1694","German",20,"understands","dog","Hund",0.375
"1695","German",21,"understands","dog","Hund",0.493506493506494
"1696","German",22,"understands","dog","Hund",0.6
"1697","German",23,"understands","dog","Hund",0.778947368421053
"1698","German",24,"understands","dog","Hund",0.737864077669903
"1699","German",25,"understands","dog","Hund",0.789473684210526
"1700","German",26,"understands","dog","Hund",0.880434782608696
"1701","German",27,"understands","dog","Hund",0.842696629213483
"1702","German",28,"understands","dog","Hund",0.881720430107527
"1703","German",29,"understands","dog","Hund",0.932584269662921
"1704","German",30,"understands","dog","Hund",0.967741935483871
"1705","Greek (Cypriot)",18,"understands","dog","σκύλος",0.333333333333333
"1706","Greek (Cypriot)",21,"understands","dog","σκύλος",0.361111111111111
"1707","Greek (Cypriot)",24,"understands","dog","σκύλος",0.8125
"1708","Greek (Cypriot)",27,"understands","dog","σκύλος",0.896551724137931
"1709","Greek (Cypriot)",30,"understands","dog","σκύλος",0.911764705882353
"1710","Hebrew",12,"understands","dog","כלב",0.428571428571429
"1711","Hebrew",15,"understands","dog","כלב",1
"1712","Hebrew",16,"understands","dog","כלב",1
"1713","Hebrew",19,"understands","dog","כלב",0.857142857142857
"1714","Hebrew",20,"understands","dog","כלב",1
"1715","Hebrew",21,"understands","dog","כלב",1
"1716","Hebrew",22,"understands","dog","כלב",1
"1717","Hebrew",23,"understands","dog","כלב",0.9
"1718","Hebrew",24,"understands","dog","כלב",1
"1719","Hebrew",25,"understands","dog","כלב",1
"1720","Hebrew",26,"understands","dog","כלב",1
"1721","Hebrew",27,"understands","dog","כלב",0.941176470588235
"1722","Hebrew",28,"understands","dog","כלב",1
"1723","Hebrew",29,"understands","dog","כלב",1
"1724","Hebrew",30,"understands","dog","כלב",1
"1725","Hebrew",31,"understands","dog","כלב",0.96875
"1726","Hebrew",32,"understands","dog","כלב",1
"1727","Hebrew",33,"understands","dog","כלב",0.952380952380952
"1728","Hebrew",34,"understands","dog","כלב",1
"1729","Hebrew",35,"understands","dog","כלב",0.875
"1730","Italian",7,"understands","dog","cane",0.4
"1731","Italian",8,"understands","dog","cane",0.352941176470588
"1732","Italian",9,"understands","dog","cane",0.578947368421053
"1733","Italian",10,"understands","dog","cane",0.490566037735849
"1734","Italian",11,"understands","dog","cane",0.666666666666667
"1735","Italian",12,"understands","dog","cane",0.855072463768116
"1736","Italian",13,"understands","dog","cane",0.833333333333333
"1737","Italian",14,"understands","dog","cane",0.95
"1738","Italian",15,"understands","dog","cane",0.941176470588235
"1739","Italian",16,"understands","dog","cane",0.928571428571429
"1740","Italian",17,"understands","dog","cane",1
"1741","Italian",18,"understands","dog","cane",0.746666666666667
"1742","Italian",19,"understands","dog","cane",0.551724137931034
"1743","Italian",20,"understands","dog","cane",0.590361445783133
"1744","Italian",21,"understands","dog","cane",0.701492537313433
"1745","Italian",22,"understands","dog","cane",0.818181818181818
"1746","Italian",23,"understands","dog","cane",0.857142857142857
"1747","Italian",24,"understands","dog","cane",0.905882352941176
"1748","Italian",25,"understands","dog","cane",0.897435897435897
"1749","Italian",26,"understands","dog","cane",0.951219512195122
"1750","Italian",27,"understands","dog","cane",0.930232558139535
"1751","Italian",28,"understands","dog","cane",0.954545454545455
"1752","Italian",29,"understands","dog","cane",0.945945945945946
"1753","Italian",30,"understands","dog","cane",0.955223880597015
"1754","Italian",31,"understands","dog","cane",1
"1755","Italian",32,"understands","dog","cane",1
"1756","Italian",33,"understands","dog","cane",1
"1757","Italian",34,"understands","dog","cane",1
"1758","Italian",35,"understands","dog","cane",1
"1759","Italian",36,"understands","dog","cane",1
"1760","Kiswahili",9,"understands","dog","Mbwa/Jibwa",0.1
"1761","Kiswahili",10,"understands","dog","Mbwa/Jibwa",0
"1762","Kiswahili",11,"understands","dog","Mbwa/Jibwa",0.285714285714286
"1763","Kiswahili",12,"understands","dog","Mbwa/Jibwa",0.285714285714286
"1764","Kiswahili",13,"understands","dog","Mbwa/Jibwa",0.666666666666667
"1765","Kiswahili",14,"understands","dog","Mbwa/Jibwa",0.428571428571429
"1766","Kiswahili",22,"understands","dog","Mbwa/Jibwa",0.333333333333333
"1767","Kiswahili",23,"understands","dog","Mbwa/Jibwa",0.6
"1768","Kiswahili",24,"understands","dog","Mbwa/Jibwa",0.466666666666667
"1769","Kiswahili",25,"understands","dog","Mbwa/Jibwa",0.307692307692308
"1770","Kiswahili",26,"understands","dog","Mbwa/Jibwa",0.4
"1771","Kiswahili",27,"understands","dog","Mbwa/Jibwa",0.538461538461538
"1772","Kiswahili",28,"understands","dog","Mbwa/Jibwa",0.714285714285714
"1773","Kiswahili",29,"understands","dog","Mbwa/Jibwa",0.777777777777778
"1774","Korean",8,"understands","dog","개/멍멍이",0.222222222222222
"1775","Korean",9,"understands","dog","개/멍멍이",0.224137931034483
"1776","Korean",10,"understands","dog","개/멍멍이",0.35
"1777","Korean",11,"understands","dog","개/멍멍이",0.461538461538462
"1778","Korean",12,"understands","dog","개/멍멍이",0.583333333333333
"1779","Korean",13,"understands","dog","개/멍멍이",0.642857142857143
"1780","Korean",14,"understands","dog","개/멍멍이",0.80327868852459
"1781","Korean",15,"understands","dog","개/멍멍이",0.774193548387097
"1782","Korean",16,"understands","dog","개/멍멍이",0.888888888888889
"1783","Korean",17,"understands","dog","개/멍멍이",0.813559322033898
"1784","Korean",18,"understands","dog","개",0.430769230769231
"1785","Korean",19,"understands","dog","개",0.428571428571429
"1786","Korean",20,"understands","dog","개",0.467741935483871
"1787","Korean",21,"understands","dog","개",0.593220338983051
"1788","Korean",22,"understands","dog","개",0.617647058823529
"1789","Korean",23,"understands","dog","개",0.686567164179104
"1790","Korean",24,"understands","dog","개",0.76
"1791","Korean",25,"understands","dog","개",0.777777777777778
"1792","Korean",26,"understands","dog","개",0.828125
"1793","Korean",27,"understands","dog","개",0.8
"1794","Korean",28,"understands","dog","개",0.871428571428571
"1795","Korean",29,"understands","dog","개",0.89041095890411
"1796","Korean",30,"understands","dog","개",0.892307692307692
"1797","Korean",31,"understands","dog","개",0.941176470588235
"1798","Korean",32,"understands","dog","개",0.920634920634921
"1799","Korean",33,"understands","dog","개",0.931506849315068
"1800","Korean",34,"understands","dog","개",0.942857142857143
"1801","Korean",35,"understands","dog","개",0.935483870967742
"1802","Korean",36,"understands","dog","개",0.956521739130435
"1803","Mandarin",12,"understands","dog","狗",0.755555555555556
"1804","Mandarin",13,"understands","dog","狗",0.62
"1805","Mandarin",14,"understands","dog","狗",0.625
"1806","Mandarin",15,"understands","dog","狗",0.695652173913043
"1807","Mandarin",16,"understands","dog","狗",0.504504504504504
"1808","Mandarin",17,"understands","dog","狗",0.517857142857143
"1809","Mandarin",18,"understands","dog","狗",0.570247933884298
"1810","Mandarin",19,"understands","dog","狗",0.625
"1811","Mandarin",20,"understands","dog","狗",0.768595041322314
"1812","Mandarin",21,"understands","dog","狗",0.823529411764706
"1813","Mandarin",22,"understands","dog","狗",0.897435897435897
"1814","Mandarin",23,"understands","dog","狗",0.916666666666667
"1815","Mandarin",24,"understands","dog","狗",0.858333333333333
"1816","Mandarin",25,"understands","dog","狗",0.929203539823009
"1817","Mandarin",26,"understands","dog","狗",0.915254237288136
"1818","Mandarin",27,"understands","dog","狗",0.964912280701754
"1819","Mandarin",28,"understands","dog","狗",0.956140350877193
"1820","Mandarin",29,"understands","dog","狗",0.974789915966387
"1821","Mandarin",30,"understands","dog","狗",0.981818181818182
"1822","Norwegian",8,"understands","dog","hund",0.118110236220472
"1823","Norwegian",9,"understands","dog","hund",0.220994475138122
"1824","Norwegian",10,"understands","dog","hund",0.242424242424242
"1825","Norwegian",11,"understands","dog","hund",0.368932038834951
"1826","Norwegian",12,"understands","dog","hund",0.493927125506073
"1827","Norwegian",13,"understands","dog","hund",0.596153846153846
"1828","Norwegian",14,"understands","dog","hund",0.65625
"1829","Norwegian",15,"understands","dog","hund",0.723076923076923
"1830","Norwegian",16,"understands","dog","hund",0.490384615384615
"1831","Norwegian",17,"understands","dog","hund",0.552462526766595
"1832","Norwegian",18,"understands","dog","hund",0.588
"1833","Norwegian",19,"understands","dog","hund",0.627027027027027
"1834","Norwegian",20,"understands","dog","hund",0.724077328646749
"1835","Norwegian",21,"understands","dog","hund",0.592657342657343
"1836","Norwegian",22,"understands","dog","hund",0.672443674176776
"1837","Norwegian",23,"understands","dog","hund",0.731531531531531
"1838","Norwegian",24,"understands","dog","hund",0.769360269360269
"1839","Norwegian",25,"understands","dog","hund",0.812693498452012
"1840","Norwegian",26,"understands","dog","hund",0.861666666666667
"1841","Norwegian",27,"understands","dog","hund",0.886319845857418
"1842","Norwegian",28,"understands","dog","hund",0.904397705544933
"1843","Norwegian",29,"understands","dog","hund",0.902777777777778
"1844","Norwegian",30,"understands","dog","hund",0.938524590163934
"1845","Norwegian",31,"understands","dog","hund",0.93576017130621
"1846","Norwegian",32,"understands","dog","hund",0.958620689655172
"1847","Norwegian",33,"understands","dog","hund",0.941860465116279
"1848","Norwegian",34,"understands","dog","hund",0.982412060301508
"1849","Norwegian",35,"understands","dog","hund",0.985507246376812
"1850","Norwegian",36,"understands","dog","hund",0.960526315789474
"1851","Russian",8,"understands","dog","собака",0.322033898305085
"1852","Russian",9,"understands","dog","собака",0.523809523809524
"1853","Russian",10,"understands","dog","собака",0.73015873015873
"1854","Russian",11,"understands","dog","собака",0.71830985915493
"1855","Russian",12,"understands","dog","собака",0.75
"1856","Russian",13,"understands","dog","собака",0.821917808219178
"1857","Russian",14,"understands","dog","собака",0.911392405063291
"1858","Russian",15,"understands","dog","собака",0.876543209876543
"1859","Russian",16,"understands","dog","собака",0.901234567901235
"1860","Russian",17,"understands","dog","собака",0.9375
"1861","Russian",18,"understands","dog","собака",0.628571428571429
"1862","Russian",19,"understands","dog","собака",0.219512195121951
"1863","Russian",20,"understands","dog","собака",0.355555555555556
"1864","Russian",21,"understands","dog","собака",0.418604651162791
"1865","Russian",22,"understands","dog","собака",0.529411764705882
"1866","Russian",23,"understands","dog","собака",0.589285714285714
"1867","Russian",24,"understands","dog","собака",0.639344262295082
"1868","Russian",25,"understands","dog","собака",0.606060606060606
"1869","Russian",26,"understands","dog","собака",0.711538461538462
"1870","Russian",27,"understands","dog","собака",0.7
"1871","Russian",28,"understands","dog","собака",0.716666666666667
"1872","Russian",29,"understands","dog","собака",0.793103448275862
"1873","Russian",30,"understands","dog","собака",0.753246753246753
"1874","Russian",31,"understands","dog","собака",0.80327868852459
"1875","Russian",32,"understands","dog","собака",0.836363636363636
"1876","Russian",33,"understands","dog","собака",0.836363636363636
"1877","Russian",34,"understands","dog","собака",0.862068965517241
"1878","Russian",35,"understands","dog","собака",0.851063829787234
"1879","Russian",36,"understands","dog","собака",0.877551020408163
"1880","Slovak",8,"understands","dog","pes/havo",0.534246575342466
"1881","Slovak",9,"understands","dog","pes/havo",0.644067796610169
"1882","Slovak",10,"understands","dog","pes/havo",0.794520547945205
"1883","Slovak",11,"understands","dog","pes/havo",0.887096774193548
"1884","Slovak",12,"understands","dog","pes/havo",0.936708860759494
