medal_date,athlete_name,country_code,discipline_code,event,Gold,Silver,Bronze
2021-08-06T00:00:00Z,VERSCHOOR Maria,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,WELTEN Lidewij Marsia Maria,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,ALBERS Felice,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,de GOEDE Eva Roma Maria,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,de WAARD Xan Gerdien,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,KEETELS Marloes Johanna Maria,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,KONING Josine,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,KOOLEN Sanne Anne Leonie,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,LEURINK Laurien,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,SUCCI Maria Belen,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,ALONSO Agostina,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,ALBERTARRIO Agustina,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,MERINO Delfina,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,GRANATTO Maria Jose,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,JANKUNAS Julieta,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,RETEGUI Micaela,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,TOCCALINO Sofia,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,SAUZE VALDEZ Victoria,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,COSTA BIONDI Valentina Isabel,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,GRANATTO Maria Victoria,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,TRINCHINETTI Eugenia Maria,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,GORZELANY Agustina,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,FORCHERIO Maria Emilia,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,BARRIONUEVO Maria Noel,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,SANCHEZ MOCCIA Rocio,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,MACCARI Sofia,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,RAPOSO RUIZ de los LLANOS Valentina,ARG,HOC,Women,0,1,0
2021-08-06T00:00:00Z,ANSLEY Giselle,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,BALSDON Grace,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,CRACKLES Fiona Anne,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,HINCH Madeleine Claire,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,JONES Sarah Louise,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,MARTIN Hannah,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,McCALLIN Shona,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,OWSLEY Lily,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,PEARNE-WEBB Hollie,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,PETTER Isabelle,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,RAYER Elena Sian,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,ROBERTSON Sarah,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,TOMAN Anna-Frances,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,TOWNSEND Susannah,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,UNSWORTH Laura,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,WILKINSON Leah Julia,GBR,HOC,Women,0,0,1
2021-08-06T00:00:00Z,KIYUNA Ryo,JPN,KTE,Men's Kata,1,0,0
2021-08-06T00:00:00Z,QUINTERO Damian,ESP,KTE,Men's Kata,0,1,0
2021-08-06T00:00:00Z,SOFUOGLU Ali,TUR,KTE,Men's Kata,0,0,1
2021-08-06T00:00:00Z,TORRES GUTIERREZ Ariel,USA,KTE,Men's Kata,0,0,1
2021-08-06T00:00:00Z,BUSA Luigi,ITA,KTE,Men's Kumite -75kg,1,0,0
2021-08-06T00:00:00Z,AGHAYEV Rafael,AZE,KTE,Men's Kumite -75kg,0,1,0
2021-08-06T00:00:00Z,HARSPATAKI Karoly Gabor,HUN,KTE,Men's Kumite -75kg,0,0,1
2021-08-06T00:00:00Z,HORUNA Stanislav,UKR,KTE,Men's Kumite -75kg,0,0,1
2021-08-06T00:00:00Z,PREKOVIC Jovana,SRB,KTE,Women's Kumite -61kg,1,0,0
2021-08-06T00:00:00Z,YIN Xiaoyan,CHN,KTE,Women's Kumite -61kg,0,1,0
2021-08-06T00:00:00Z,LOTFY Giana,EGY,KTE,Women's Kumite -61kg,0,0,1
2021-08-06T00:00:00Z,COBAN Merve,TUR,KTE,Women's Kumite -61kg,0,0,1
2021-08-06T00:00:00Z,FRENCH Kate,GBR,MPN,Women's Individual,1,0,0
2021-08-06T00:00:00Z,ASADAUSKAITE Laura,LTU,MPN,Women's Individual,0,1,0
2021-08-06T00:00:00Z,KOVACS Sarolta,HUN,MPN,Women's Individual,0,0,1
2021-08-06T00:00:00Z,GARNBRET Janja,SLO,CLB,Women's Combined,1,0,0
2021-08-06T00:00:00Z,NONAKA Miho,JPN,CLB,Women's Combined,0,1,0
2021-08-06T00:00:00Z,NOGUCHI Akiyo,JPN,CLB,Women's Combined,0,0,1
2021-08-06T00:00:00Z,MA Long,CHN,TTE,Men's Team,1,0,0
2021-08-06T00:00:00Z,XU Xin,CHN,TTE,Men's Team,1,0,0
2021-08-06T00:00:00Z,FAN Zhendong,CHN,TTE,Men's Team,1,0,0
2021-08-06T00:00:00Z,OVTCHAROV Dimitrij,GER,TTE,Men's Team,0,1,0
2021-08-06T00:00:00Z,BOLL Timo,GER,TTE,Men's Team,0,1,0
2021-08-06T00:00:00Z,FRANZISKA Patrick,GER,TTE,Men's Team,0,1,0
2021-08-06T00:00:00Z,NIWA Koki,JPN,TTE,Men's Team,0,0,1
2021-08-06T00:00:00Z,HARIMOTO Tomokazu,JPN,TTE,Men's Team,0,0,1
2021-08-06T00:00:00Z,MIZUTANI Jun,JPN,TTE,Men's Team,0,0,1
2021-08-06T00:00:00Z,STEVESON Gable Dan,USA,WRE,Men's Freestyle 125kg,1,0,0
2021-08-06T00:00:00Z,PETRIASHVILI Geno,GEO,WRE,Men's Freestyle 125kg,0,1,0
2021-08-06T00:00:00Z,ZARE Amir Hossein,IRI,WRE,Men's Freestyle 125kg,0,0,1
2021-08-06T00:00:00Z,AKGUL Taha,TUR,WRE,Men's Freestyle 125kg,0,0,1
2021-08-06T00:00:00Z,SIDAKOV Zaurbek,ROC,WRE,Men's Freestyle 74kg,1,0,0
2021-08-06T00:00:00Z,KADZIMAHAMEDAU Mahamedkhabib,BLR,WRE,Men's Freestyle 74kg,0,1,0
2021-08-06T00:00:00Z,DAKE Kyle Douglas,USA,WRE,Men's Freestyle 74kg,0,0,1
2021-08-06T00:00:00Z,ABDURAKHMONOV Bekzod,UZB,WRE,Men's Freestyle 74kg,0,0,1
2021-08-06T00:00:00Z,MUKAIDA Mayu,JPN,WRE,Women's Freestyle 53kg,1,0,0
2021-08-06T00:00:00Z,PANG Qianyu,CHN,WRE,Women's Freestyle 53kg,0,1,0
2021-08-06T00:00:00Z,KALADZINSKAYA Vanesa,BLR,WRE,Women's Freestyle 53kg,0,0,1
2021-08-06T00:00:00Z,BAT OCHIR Bolortuya,MGL,WRE,Women's Freestyle 53kg,0,0,1
2021-08-07T00:00:00Z,ROMASHINA Svetlana,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,KOLESNICHENKO Svetlana,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,PATSKEVICH Aleksandra,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,SHISHKINA Alla,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,CHIGIREVA Vlada,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,GOLIADKINA Marina,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,KOMAR Polina,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,SHUROCHKINA Maria,ROC,SWA,Team,1,0,0
2021-08-07T00:00:00Z,SUN Wenyan,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,FENG Yu,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,HUANG Xuechen,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,GUO Li,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,LIANG Xinping,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,YIN Chengxin,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,XIAO Yanning,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,WANG Qianyi,CHN,SWA,Team,0,1,0
2021-08-07T00:00:00Z,FIEDINA Marta,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,YAKHNO Yelyzaveta,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,ALEKSIIVA Vladyslava,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,ALEKSIIVA Maryna,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,REZNIK Kateryna,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,SHYNKARENKO Alina,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,SYDORENKO Kseniya,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,SAVCHUK Anastasiya,UKR,SWA,Team,0,0,1
2021-08-07T00:00:00Z,INGEBRIGTSEN Jakob,NOR,ATH,Men's 1500m,1,0,0
2021-08-07T00:00:00Z,CHERUIYOT Timothy,KEN,ATH,Men's 1500m,0,1,0
2021-08-07T00:00:00Z,KERR Josh,GBR,ATH,Men's 1500m,0,0,1
2021-08-07T00:00:00Z,ROSS Randolph,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,BENJAMIN Rai,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,STEWART Trevor,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,NORWOOD Vernon,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,DEADMON Bryce,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,CHERRY Michael,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,NORMAN Michael,USA,ATH,Men's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,van DIEPEN Tony,NED,ATH,Men's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,AGARD Terrence,NED,ATH,Men's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,ANGELA Ramsey,NED,ATH,Men's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,BONEVACIA Liemarvin,NED,ATH,Men's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,DOBBER Jochem,NED,ATH,Men's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,MAKWALA Isaac,BOT,ATH,Men's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,NGOZI Zibane,BOT,ATH,Men's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,THEBE Baboloki,BOT,ATH,Men's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,NDORI Bayapo,BOT,ATH,Men's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,CHOPRA Neeraj,IND,ATH,Men's Javelin Throw,1,0,0
2021-08-07T00:00:00Z,VADLEJCH Jakub,CZE,ATH,Men's Javelin Throw,0,1,0
2021-08-07T00:00:00Z,VESELY Vitezslav,CZE,ATH,Men's Javelin Throw,0,0,1
2021-08-07T00:00:00Z,HASSAN Sifan,NED,ATH,"Women's 10,000m",1,0,0
2021-08-07T00:00:00Z,GEZAHEGNE Kalkidan,BRN,ATH,"Women's 10,000m",0,1,0
2021-08-07T00:00:00Z,GIDEY Letesenbet,ETH,ATH,"Women's 10,000m",0,0,1
2021-08-07T00:00:00Z,WHITNEY Kaylin,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,ELLIS Kendall,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,MUHAMMAD Dalilah,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,McLAUGHLIN Sydney,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,IRBY Lynna,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,JONATHAS Wadeline,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,MU Athing,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,FELIX Allyson,USA,ATH,Women's 4 x 400m Relay,1,0,0
2021-08-07T00:00:00Z,HOLUB-KOWALIK Malgorzata,POL,ATH,Women's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,KIELBASINSKA Anna,POL,ATH,Women's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,SWIETY-ERSETIC Justyna,POL,ATH,Women's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,BAUMGART-WITAN Iga,POL,ATH,Women's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,KACZMAREK Natalia,POL,ATH,Women's 4 x 400m Relay,0,1,0
2021-08-07T00:00:00Z,BROMFIELD Junelle,JAM,ATH,Women's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,JACKSON Shericka,JAM,ATH,Women's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,RUSSELL Janieve,JAM,ATH,Women's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,WILLIAMS Stacey Ann,JAM,ATH,Women's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,McGREGOR Roneisha,JAM,ATH,Women's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,McLEOD Candice,JAM,ATH,Women's 4 x 400m Relay,0,0,1
2021-08-07T00:00:00Z,LASITSKENE Mariya,ROC,ATH,Women's High Jump,1,0,0
2021-08-07T00:00:00Z,McDERMOTT Nicola,AUS,ATH,Women's High Jump,0,1,0
2021-08-07T00:00:00Z,MAHUCHIKH Yaroslava,UKR,ATH,Women's High Jump,0,0,1
2021-08-07T00:00:00Z,JEPCHIRCHIR Peres,KEN,ATH,Women's Marathon,1,0,0
2021-08-07T00:00:00Z,KOSGEI Brigid,KEN,ATH,Women's Marathon,0,1,0
2021-08-07T00:00:00Z,SEIDEL Molly,USA,ATH,Women's Marathon,0,0,1
2021-08-07T00:00:00Z,SAKAMOTO Hayato,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,YAMASAKI Yasuaki,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,IWAZAKI Suguru,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,UMENO Ryutaro,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,MORISHITA Masato,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,KIKUCHI Ryosuke,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,SUZUKI Seiya,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,OHNO Yudai,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,YAMADA Tetsuto,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,MURAKAMI Munetaka,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,GENDA Sosuke,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,TAIRA Kaima,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,SENGA Koudai,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,KAI Takuya,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,YANAGITA Yuki,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,KONDOH Kensuke,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,ASAMURA Hideto,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,YAMAMOTO Yoshinobu,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,YOSHIDA Masataka,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,AOYAGI Koyo,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,KURIBAYASHI Ryoji,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,KURIHARA Ryoya,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,ITOH Hiromi,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,TANAKA Masahiro,JPN,BSB,Baseball,1,0,0
2021-08-07T00:00:00Z,CARTER Anthony,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,DICKSON Brandon,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,ROBERTSON David,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,ALVAREZ Eddy,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,JACKSON JR Edwin,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,MARTINEZ Nick,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,FRAZIER Todd,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,CASAS Triston,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,FILIA Eric,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,FEDEROWICZ Tim,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,ALLEN Nick,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,WESTBROOK Jamie,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,KOLOZSVARY Mark,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,AUSTIN Tyler,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,WOODS RICHARDSON Simeon,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,RYAN Joe,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,BAZ Shane,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,STARLING Bubba,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,LOPEZ Jack,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,GOSE Anthony,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,KAZMIR Scott,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,McGOUGH Scott,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,KIVLEHAN Patrick,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,RYAN Ryder,USA,BSB,Baseball,0,1,0
2021-08-07T00:00:00Z,GARCIA Junior,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,CASTILLO Luis,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,MIESES Johan,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,RODRIGUEZ Julio,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,ROSSO Ramon,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,VALDES Raul,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,BALDWIN Roldani,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,SANCHEZ Angel,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,MERCEDES Cristopher,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,ALVAREZ Dario,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,ARIAS Gabriel,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,ASENCIO Jairo,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,CABRERA Melky,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,PEREZ Yefri,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,MARINEZ Jhan,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,NUNEZ Gustavo,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,VALERIO Charlie,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,GUZMAN Jeison,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,MEJIA Erick,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,REYES Denyi,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,BAUTISTA Jose,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,BONIFACIO Emilio,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,DIAZ Jose,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,FRANCISCO Juan,DOM,BSB,Baseball,0,0,1
2021-08-07T00:00:00Z,MCGEE Javale,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,MIDDLETON Khris,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,TATUM Jayson,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,DURANT Kevin,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,BOOKER Devin,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,GREEN Draymond,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,LILLARD Damian,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,GRANT Jerami,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,LAVINE Zach,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,HOLIDAY Jrue,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,JOHNSON Keldon,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,ADEBAYO Bam,USA,BKB,Men,1,0,0
2021-08-07T00:00:00Z,CORNELIE Petr,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,ALBICY Andrew,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,HEURTEL Thomas,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,NTILIKINA Frank,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,de COLO Nando,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,FOURNIER Evan,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,BATUM Nicolas,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,LUWAWU CABARROT Timothe,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,YABUSELE Guerschon,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,FALL Moustapha,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,GOBERT Rudy,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,POIRIER Vincent,FRA,BKB,Men,0,1,0
2021-08-07T00:00:00Z,GREEN Josh,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,BAYNES Aron,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,DELLAVEDOVA Matthew,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,EXUM Dante,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,GOULDING Chris,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,INGLES Joe,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,KAY Nic,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,LANDALE Jock,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,MILLS Patty,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,THYBULLE Matisse,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,REATH Duop Thomas,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,SOBEY Nathan,AUS,BKB,Men,0,0,1
2021-08-07T00:00:00Z,MOL Anders Berntsen,NOR,VBV,Men,1,0,0
2021-08-07T00:00:00Z,SORUM Christian Sandlie,NOR,VBV,Men,1,0,0
2021-08-07T00:00:00Z,KRASILNIKOV Viacheslav,ROC,VBV,Men,0,1,0
2021-08-07T00:00:00Z,STOYANOVSKIY Oleg,ROC,VBV,Men,0,1,0
2021-08-07T00:00:00Z,YOUNOUSSE Cherif,QAT,VBV,Men,0,0,1
2021-08-07T00:00:00Z,TIJAN Ahmed,QAT,VBV,Men,0,0,1
2021-08-07T00:00:00Z,YAFAI Galal,GBR,BOX,Men's Fly (48-52kg),1,0,0
2021-08-07T00:00:00Z,PAALAM Carlo,PHI,BOX,Men's Fly (48-52kg),0,1,0
2021-08-07T00:00:00Z,SOUSA Hebert,BRA,BOX,Men's Middle (69-75kg),1,0,0
2021-08-07T00:00:00Z,KHYZHNIAK Oleksandr,UKR,BOX,Men's Middle (69-75kg),0,1,0
2021-08-07T00:00:00Z,KRASTEVA Stoyka Zhelyazkova,BUL,BOX,Women's Fly (48-51kg),1,0,0
2021-08-07T00:00:00Z,CAKIROGLU Buse Naz,TUR,BOX,Women's Fly (48-51kg),0,1,0
2021-08-07T00:00:00Z,SURMENELI Busenaz,TUR,BOX,Women's Welter (64-69kg),1,0,0
2021-08-07T00:00:00Z,GU Hong,CHN,BOX,Women's Welter (64-69kg),0,1,0
2021-08-07T00:00:00Z,QUEIROZ dos SANTOS Isaquias,BRA,CSP,Men's Canoe Single 1000m,1,0,0
2021-08-07T00:00:00Z,LIU Hao,CHN,CSP,Men's Canoe Single 1000m,0,1,0
2021-08-07T00:00:00Z,TARNOVSCHI Serghei,MDA,CSP,Men's Canoe Single 1000m,0,0,1
2021-08-07T00:00:00Z,LEMKE Max,GER,CSP,Men's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,LIEBSCHER Tom,GER,CSP,Men's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,RAUHE Ronald,GER,CSP,Men's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,RENDSCHMIDT Max,GER,CSP,Men's Kayak Four 500m,1,0,0
2021-08-07T00:00:00Z,AREVALO Carlos,ESP,CSP,Men's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,CRAVIOTTO Saul,ESP,CSP,Men's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,GERMADE Rodrigo,ESP,CSP,Men's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,WALZ Marcus,ESP,CSP,Men's Kayak Four 500m,0,1,0
2021-08-07T00:00:00Z,BALAZ Samuel,SVK,CSP,Men's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,BOTEK Adam,SVK,CSP,Men's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,MYSAK Denis,SVK,CSP,Men's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,VLCEK Erik,SVK,CSP,Men's Kayak Four 500m,0,0,1
2021-08-07T00:00:00Z,SUN Mengya,CHN,CSP,Women's Canoe Double 500m,1,0,0
2021-08-07T00:00:00Z,XU Shixiao,CHN,CSP,Women's Canoe Double 500m,1,0,0
2021-08-07T00:00:00Z,LUZAN Liudmyla,UKR,CSP,Women's Canoe Double 500m,0,1,0
2021-08-07T00:00:00Z,CHETVERIKOVA Anastasiia,UKR,CSP,Women's Canoe Double 500m,0,1,0
