medal_date,athlete_name,country_code,discipline_code,event,Gold,Silver,Bronze
2021-08-04T00:00:00Z,LORINCZ Viktor,HUN,WRE,Men's Greco-Roman 87kg,0,1,0
2021-08-04T00:00:00Z,KUDLA Denis Maksymilian,GER,WRE,Men's Greco-Roman 87kg,0,0,1
2021-08-04T00:00:00Z,DATUNASHVILI Zurabi,SRB,WRE,Men's Greco-Roman 87kg,0,0,1
2021-08-04T00:00:00Z,KAWAI Yukako,JPN,WRE,Women's Freestyle 62kg,1,0,0
2021-08-04T00:00:00Z,TYNYBEKOVA Aisuluu,KGZ,WRE,Women's Freestyle 62kg,0,1,0
2021-08-04T00:00:00Z,KOLIADENKO Iryna,UKR,WRE,Women's Freestyle 62kg,0,0,1
2021-08-04T00:00:00Z,YUSEIN Taybe Mustafa,BUL,WRE,Women's Freestyle 62kg,0,0,1
2021-08-05T00:00:00Z,PARCHMENT Hansle,JAM,ATH,Men's 110m Hurdles,1,0,0
2021-08-05T00:00:00Z,HOLLOWAY Grant,USA,ATH,Men's 110m Hurdles,0,1,0
2021-08-05T00:00:00Z,LEVY Ronald,JAM,ATH,Men's 110m Hurdles,0,0,1
2021-08-05T00:00:00Z,STANO Massimo,ITA,ATH,Men's 20km Race Walk,1,0,0
2021-08-05T00:00:00Z,IKEDA Koki,JPN,ATH,Men's 20km Race Walk,0,1,0
2021-08-05T00:00:00Z,YAMANISHI Toshikazu,JPN,ATH,Men's 20km Race Walk,0,0,1
2021-08-05T00:00:00Z,GARDINER Steven,BAH,ATH,Men's 400m,1,0,0
2021-08-05T00:00:00Z,ZAMBRANO Anthony Jose,COL,ATH,Men's 400m,0,1,0
2021-08-05T00:00:00Z,JAMES Kirani,GRN,ATH,Men's 400m,0,0,1
2021-08-05T00:00:00Z,CROUSER Ryan,USA,ATH,Men's Shot Put,1,0,0
2021-08-05T00:00:00Z,KOVACS Joe,USA,ATH,Men's Shot Put,0,1,0
2021-08-05T00:00:00Z,WALSH Tomas,NZL,ATH,Men's Shot Put,0,0,1
2021-08-05T00:00:00Z,PICHARDO Pedro,POR,ATH,Men's Triple Jump,1,0,0
2021-08-05T00:00:00Z,ZHU Yaming,CHN,ATH,Men's Triple Jump,0,1,0
2021-08-05T00:00:00Z,ZANGO Hugues Fabrice,BUR,ATH,Men's Triple Jump,0,0,1
2021-08-05T00:00:00Z,"NAGEOTTE Katie",USA,ATH,Women's Pole Vault,1,0,0
2021-08-05T00:00:00Z,SIDOROVA Anzhelika,ROC,ATH,Women's Pole Vault,0,1,0
2021-08-05T00:00:00Z,BRADSHAW Holly,GBR,ATH,Women's Pole Vault,0,0,1
2021-08-05T00:00:00Z,BATYRGAZIEV Albert,ROC,BOX,Men's Feather (52-57kg),1,0,0
2021-08-05T00:00:00Z,RAGAN Duke,USA,BOX,Men's Feather (52-57kg),0,1,0
2021-08-05T00:00:00Z,BIBOSSINOV Saken,KAZ,BOX,Men's Fly (48-52kg),0,0,1
2021-08-05T00:00:00Z,TANAKA Ryomei,JPN,BOX,Men's Fly (48-52kg),0,0,1
2021-08-05T00:00:00Z,MARCIAL Eumir,PHI,BOX,Men's Middle (69-75kg),0,0,1
2021-08-05T00:00:00Z,BAKSHI Gleb,ROC,BOX,Men's Middle (69-75kg),0,0,1
2021-08-05T00:00:00Z,SEESONDEE Sudaporn,THA,BOX,Women's Light (57-60kg),0,0,1
2021-08-05T00:00:00Z,POTKONEN Mira Marjut Johanna,FIN,BOX,Women's Light (57-60kg),0,0,1
2021-08-05T00:00:00Z,van der WESTHUYZEN Jean,AUS,CSP,Men's Kayak Double 1000m,1,0,0
2021-08-05T00:00:00Z,GREEN Thomas,AUS,CSP,Men's Kayak Double 1000m,1,0,0
2021-08-05T00:00:00Z,SCHOPF Jacob,GER,CSP,Men's Kayak Double 1000m,0,1,0
2021-08-05T00:00:00Z,HOFF Max,GER,CSP,Men's Kayak Double 1000m,0,1,0
2021-08-05T00:00:00Z,DOSTAL Josef,CZE,CSP,Men's Kayak Double 1000m,0,0,1
2021-08-05T00:00:00Z,SLOUF Radek,CZE,CSP,Men's Kayak Double 1000m,0,0,1
2021-08-05T00:00:00Z,TOTKA Sandor,HUN,CSP,Men's Kayak Single 200m,1,0,0
2021-08-05T00:00:00Z,RIZZA Manfredi,ITA,CSP,Men's Kayak Single 200m,0,1,0
2021-08-05T00:00:00Z,HEATH Liam,GBR,CSP,Men's Kayak Single 200m,0,0,1
2021-08-05T00:00:00Z,HARRISON Nevin,USA,CSP,Women's Canoe Single 200m,1,0,0
2021-08-05T00:00:00Z,VINCENT-LAPOINTE Laurence,CAN,CSP,Women's Canoe Single 200m,0,1,0
2021-08-05T00:00:00Z,LUZAN Liudmyla,UKR,CSP,Women's Canoe Single 200m,0,0,1
2021-08-05T00:00:00Z,CARRINGTON Lisa,NZL,CSP,Women's Kayak Single 500m,1,0,0
2021-08-05T00:00:00Z,CSIPES Tamara,HUN,CSP,Women's Kayak Single 500m,0,1,0
2021-08-05T00:00:00Z,JORGENSEN Emma Aastrand,DEN,CSP,Women's Kayak Single 500m,0,0,1
2021-08-05T00:00:00Z,WALLS Matthew,GBR,CTR,Men's Omnium,1,0,0
2021-08-05T00:00:00Z,STEWART Campbell,NZL,CTR,Men's Omnium,0,1,0
2021-08-05T00:00:00Z,VIVIANI Elia,ITA,CTR,Men's Omnium,0,0,1
2021-08-05T00:00:00Z,BRASPENNINCX Shanne,NED,CTR,Women's Keirin,1,0,0
2021-08-05T00:00:00Z,ANDREWS Ellesse,NZL,CTR,Women's Keirin,0,1,0
2021-08-05T00:00:00Z,GENEST Lauriane,CAN,CTR,Women's Keirin,0,0,1
2021-08-05T00:00:00Z,QUAN Hongchan,CHN,DIV,Women's 10m Platform,1,0,0
2021-08-05T00:00:00Z,CHEN Yuxi,CHN,DIV,Women's 10m Platform,0,1,0
2021-08-05T00:00:00Z,WU Melissa,AUS,DIV,Women's 10m Platform,0,0,1
2021-08-05T00:00:00Z,BOCCARD Gauthier,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,de KERPEL Nicolas,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,de SLOOVER Arthur Anne-Marie Thierr,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,HENDRICKX Alexander Robby P,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,LUYPAERT Loick Fanny A,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,van AUBEL Florent,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,VANASCH Vincent,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,BOON Tom Alain,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,BRIELS Thomas,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,CHARLIER Cedric Daniel Andre,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,DENAYER Felix Veronique B.,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,DOCKIER Sebastien,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,GOUGNARD Simon Pierre F,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,KINA Antoine Sylvain T,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,MEURMANS Augustin Jean J,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,WEGNEZ Victor Nicky B,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,van DOREN Arthur,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,DOHMEN John-John Dominique M,BEL,HOC,Men,1,0,0
2021-08-05T00:00:00Z,CHARTER Andrew Lewis,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,MITTON Trent Grant,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,OCKENDEN Edward Clive,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,WHETTON Jacob Thomas,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,ZALEWSKI Aran,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,BEALE Daniel James,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,WICKHAM Tom Joseph,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,DAWSON Matthew,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,BRAND Tim,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,GOVERS Blake,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,OGILVIE Flynn Andrew,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,CRAIG Thomas William,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,HOWARD Tim,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,BELTZ Joshua,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,HAYWARD Jeremy Thomas,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,SHARP Lachlan Thomas,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,SIMMONDS Joshua,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,MARTIN Dylan,AUS,HOC,Men,0,1,0
2021-08-05T00:00:00Z,PARATTU RAVEENDRAN Sreejesh,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Harmanpreet,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,LAKRA Birendra,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,KUMAR Surender,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,ROHIDAS Amit,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,KUMAR Varun,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Rupinder Pal,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Manpreet,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SUMIT,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SHARMA Nilakanta,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Hardik,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,PRASAD Vivek Sagar,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Mandeep,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Shamsher,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,UPADHYAY Lalit Kumar,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Simranjeet,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Dilpreet,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,SINGH Gurjant,IND,HOC,Men,0,0,1
2021-08-05T00:00:00Z,da COSTA Steven,FRA,KTE,Men's Kumite -67kg,1,0,0
2021-08-05T00:00:00Z,SAMDAN Eray,TUR,KTE,Men's Kumite -67kg,0,1,0
2021-08-05T00:00:00Z,ALMASATFA Abdel Rahman,JOR,KTE,Men's Kumite -67kg,0,0,1
2021-08-05T00:00:00Z,ASSADILOV Darkhan,KAZ,KTE,Men's Kumite -67kg,0,0,1
2021-08-05T00:00:00Z,SANCHEZ JAIME Sandra,ESP,KTE,Women's Kata,1,0,0
2021-08-05T00:00:00Z,SHIMIZU Kiyou,JPN,KTE,Women's Kata,0,1,0
2021-08-05T00:00:00Z,LAU Mo Sheung Grace,HKG,KTE,Women's Kata,0,0,1
2021-08-05T00:00:00Z,BOTTARO Viviana,ITA,KTE,Women's Kata,0,0,1
2021-08-05T00:00:00Z,GORANOVA Ivet,BUL,KTE,Women's Kumite -55kg,1,0,0
2021-08-05T00:00:00Z,TERLIUGA Anzhelika,UKR,KTE,Women's Kumite -55kg,0,1,0
2021-08-05T00:00:00Z,PLANK Bettina,AUT,KTE,Women's Kumite -55kg,0,0,1
2021-08-05T00:00:00Z,WEN Tzuyun,TPE,KTE,Women's Kumite -55kg,0,0,1
2021-08-05T00:00:00Z,WELLBROCK Florian,GER,OWS,Men's 10km,1,0,0
2021-08-05T00:00:00Z,RASOVSZKY Kristof,HUN,OWS,Men's 10km,0,1,0
2021-08-05T00:00:00Z,PALTRINIERI Gregorio,ITA,OWS,Men's 10km,0,0,1
2021-08-05T00:00:00Z,PALMER Keegan,AUS,SKB,Men's Park,1,0,0
2021-08-05T00:00:00Z,BARROS Pedro,BRA,SKB,Men's Park,0,1,0
2021-08-05T00:00:00Z,JUNEAU Cory,USA,SKB,Men's Park,0,0,1
2021-08-05T00:00:00Z,GINES LOPEZ Alberto,ESP,CLB,Men's Combined,1,0,0
2021-08-05T00:00:00Z,COLEMAN Nathaniel,USA,CLB,Men's Combined,0,1,0
2021-08-05T00:00:00Z,SCHUBERT Jakob,AUT,CLB,Men's Combined,0,0,1
2021-08-05T00:00:00Z,CHEN Meng,CHN,TTE,Women's Team,1,0,0
2021-08-05T00:00:00Z,SUN Yingsha,CHN,TTE,Women's Team,1,0,0
2021-08-05T00:00:00Z,WANG Manyu,CHN,TTE,Women's Team,1,0,0
2021-08-05T00:00:00Z,ISHIKAWA Kasumi,JPN,TTE,Women's Team,0,1,0
2021-08-05T00:00:00Z,HIRANO Miu,JPN,TTE,Women's Team,0,1,0
2021-08-05T00:00:00Z,ITO Mima,JPN,TTE,Women's Team,0,1,0
2021-08-05T00:00:00Z,DOO Hoi Kem,HKG,TTE,Women's Team,0,0,1
2021-08-05T00:00:00Z,LEE Ho Ching,HKG,TTE,Women's Team,0,0,1
2021-08-05T00:00:00Z,SOO Wai Yam Minnie,HKG,TTE,Women's Team,0,0,1
2021-08-05T00:00:00Z,UGUEV Zavur,ROC,WRE,Men's Freestyle 57kg,1,0,0
2021-08-05T00:00:00Z,RAVI Kumar,IND,WRE,Men's Freestyle 57kg,0,1,0
2021-08-05T00:00:00Z,SANAYEV Nurislam,KAZ,WRE,Men's Freestyle 57kg,0,0,1
2021-08-05T00:00:00Z,GILMAN Thomas Patrick,USA,WRE,Men's Freestyle 57kg,0,0,1
2021-08-05T00:00:00Z,TAYLOR III David Morris,USA,WRE,Men's Freestyle 86kg,1,0,0
2021-08-05T00:00:00Z,YAZDANICHARATI Hassan,IRI,WRE,Men's Freestyle 86kg,0,1,0
2021-08-05T00:00:00Z,AMINE Myles Nazem,SMR,WRE,Men's Freestyle 86kg,0,0,1
2021-08-05T00:00:00Z,"NAIFONOV Artur",ROC,WRE,Men's Freestyle 86kg,0,0,1
2021-08-05T00:00:00Z,KAWAI Risako,JPN,WRE,Women's Freestyle 57kg,1,0,0
2021-08-05T00:00:00Z,KURACHKINA Iryna,BLR,WRE,Women's Freestyle 57kg,0,1,0
2021-08-05T00:00:00Z,NIKOLOVA Evelina Georgieva,BUL,WRE,Women's Freestyle 57kg,0,0,1
2021-08-05T00:00:00Z,MAROULIS Helen Louise,USA,WRE,Women's Freestyle 57kg,0,0,1
2021-08-06T00:00:00Z,JACOBS Lamont Marcell,ITA,ATH,Men's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,TORTU Filippo,ITA,ATH,Men's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,DESALU Eseosa Fostine,ITA,ATH,Men's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,PATTA Lorenzo,ITA,ATH,Men's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,MITCHELL-BLAKE Nethaneel,GBR,ATH,Men's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,KILTY Richard,GBR,ATH,Men's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,UJAH Chijindu,GBR,ATH,Men's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,HUGHES Zharnel,GBR,ATH,Men's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,RODNEY Brendon,CAN,ATH,Men's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,de GRASSE Andre,CAN,ATH,Men's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,BLAKE Jerome,CAN,ATH,Men's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,BROWN Aaron,CAN,ATH,Men's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,CHEPTEGEI Joshua,UGA,ATH,Men's 5000m,1,0,0
2021-08-06T00:00:00Z,AHMED Mohammed,CAN,ATH,Men's 5000m,0,1,0
2021-08-06T00:00:00Z,CHELIMO Paul,USA,ATH,Men's 5000m,0,0,1
2021-08-06T00:00:00Z,TOMALA Dawid,POL,ATH,Men's 50km Race Walk,1,0,0
2021-08-06T00:00:00Z,HILBERT Jonathan,GER,ATH,Men's 50km Race Walk,0,1,0
2021-08-06T00:00:00Z,DUNFEE Evan,CAN,ATH,Men's 50km Race Walk,0,0,1
2021-08-06T00:00:00Z,KIPYEGON Faith,KEN,ATH,Women's 1500m,1,0,0
2021-08-06T00:00:00Z,MUIR Laura,GBR,ATH,Women's 1500m,0,1,0
2021-08-06T00:00:00Z,HASSAN Sifan,NED,ATH,Women's 1500m,0,0,1
2021-08-06T00:00:00Z,PALMISANO Antonella,ITA,ATH,Women's 20km Race Walk,1,0,0
2021-08-06T00:00:00Z,ARENAS Sandra Lorena,COL,ATH,Women's 20km Race Walk,0,1,0
2021-08-06T00:00:00Z,LIU Hong,CHN,ATH,Women's 20km Race Walk,0,0,1
2021-08-06T00:00:00Z,MORRISON Natasha,JAM,ATH,Women's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,BURCHELL Remona,JAM,ATH,Women's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,THOMPSON-HERAH Elaine,JAM,ATH,Women's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,WILLIAMS Briana,JAM,ATH,Women's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,JACKSON Shericka,JAM,ATH,Women's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,FRASER-PRYCE Shelly-Ann,JAM,ATH,Women's 4 x 100m Relay,1,0,0
2021-08-06T00:00:00Z,DANIELS Teahna,USA,ATH,Women's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,THOMAS Gabrielle,USA,ATH,Women's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,GARDNER English,USA,ATH,Women's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,OLIVER Javianne,USA,ATH,Women's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,PRANDINI Jenna,USA,ATH,Women's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,HOBBS Aleia,USA,ATH,Women's 4 x 100m Relay,0,1,0
2021-08-06T00:00:00Z,LANSIQUOT Imani,GBR,ATH,Women's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,NEITA Daryll,GBR,ATH,Women's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,PHILIP Asha,GBR,ATH,Women's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,ASHER-SMITH Dina,GBR,ATH,Women's 4 x 100m Relay,0,0,1
2021-08-06T00:00:00Z,MILLER-UIBO Shaunae,BAH,ATH,Women's 400m,1,0,0
2021-08-06T00:00:00Z,PAULINO Marileidy,DOM,ATH,Women's 400m,0,1,0
2021-08-06T00:00:00Z,FELIX Allyson,USA,ATH,Women's 400m,0,0,1
2021-08-06T00:00:00Z,LIU Shiying,CHN,ATH,Women's Javelin Throw,1,0,0
2021-08-06T00:00:00Z,ANDREJCZYK Maria,POL,ATH,Women's Javelin Throw,0,1,0
2021-08-06T00:00:00Z,BARBER Kelsey-Lee,AUS,ATH,Women's Javelin Throw,0,0,1
2021-08-06T00:00:00Z,KLINEMAN Alix,USA,VBV,Women,1,0,0
2021-08-06T00:00:00Z,ROSS April,USA,VBV,Women,1,0,0
2021-08-06T00:00:00Z,CLANCY Taliqua,AUS,VBV,Women,0,1,0
2021-08-06T00:00:00Z,ARTACHO del SOLAR Mariafe,AUS,VBV,Women,0,1,0
2021-08-06T00:00:00Z,HEIDRICH Joana,SUI,VBV,Women,0,0,1
2021-08-06T00:00:00Z,VERGE-DEPRE Anouk,SUI,VBV,Women,0,0,1
2021-08-06T00:00:00Z,la CRUZ Julio,CUB,BOX,Men's Heavy (81-91kg),1,0,0
2021-08-06T00:00:00Z,GADZHIMAGOMEDOV Muslim,ROC,BOX,Men's Heavy (81-91kg),0,1,0
2021-08-06T00:00:00Z,GARSIDE Harry,AUS,BOX,Men's Light (57-63kg),0,0,1
2021-08-06T00:00:00Z,BACHKOV Hovhannes,ARM,BOX,Men's Light (57-63kg),0,0,1
2021-08-06T00:00:00Z,FONTIJN Nouchka,NED,BOX,Women's Middle (69-75kg),0,0,1
2021-08-06T00:00:00Z,MAGOMEDALIEVA Zenfira,ROC,BOX,Women's Middle (69-75kg),0,0,1
2021-08-06T00:00:00Z,LAVREYSEN Harrie,NED,CTR,Men's Sprint,1,0,0
2021-08-06T00:00:00Z,HOOGLAND Jeffrey,NED,CTR,Men's Sprint,0,1,0
2021-08-06T00:00:00Z,CARLIN Jack,GBR,CTR,Men's Sprint,0,0,1
2021-08-06T00:00:00Z,ARCHIBALD Katie,GBR,CTR,Women's Madison,1,0,0
2021-08-06T00:00:00Z,KENNY Laura,GBR,CTR,Women's Madison,1,0,0
2021-08-06T00:00:00Z,DIDERIKSEN Amalie,DEN,CTR,Women's Madison,0,1,0
2021-08-06T00:00:00Z,LETH Julie,DEN,CTR,Women's Madison,0,1,0
2021-08-06T00:00:00Z,NOVOLODSKAIA Mariia,ROC,CTR,Women's Madison,0,0,1
2021-08-06T00:00:00Z,KHATUNTSEVA Gulnaz,ROC,CTR,Women's Madison,0,0,1
2021-08-06T00:00:00Z,BECKIE Janine,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,BUCHANAN Kadeisha,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,CARLE Gabrielle,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,CHAPMAN Allysha,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,FLEMING Jessie,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,GILLES Vanessa,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,GROSSO Julia,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,HUITEMA Jordyn,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,LABBE Stephanie,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,LAWRENCE Ashley,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,LEON Adriana,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,McLEOD Erin,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,PRINCE Nichelle,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,QUINN,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,RIVIERE Jayde,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,ROSE Deanne,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,SCHMIDT Sophie,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,SCOTT Desiree,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,SHERIDAN Kailen,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,SINCLAIR Christine,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,VIENS Evelyne,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,ZADORSKY Shelina,CAN,FBL,Women,1,0,0
2021-08-06T00:00:00Z,ILESTEDT Amanda,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,ANVEGARD Anna,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,SEGER Caroline,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,KULLBERG Emma,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,ANGELDAL Filippa,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,ROLFO Fridolina,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,BENNISON Hanna,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,GLAS Hanna,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,LINDAHL Hedvig,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,FALK Jennifer,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,ANDERSSON Jonna,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,RODDAR Julia,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,ASLLANI Kosovare,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,HURTIG Lina,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,JANOGY Madelen,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,ERIKSSON Magdalena,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,BJORN Nathalie,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,SCHOUGH Olivia,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,BLOMQVIST Rebecka,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,JAKOBSSON Sofia,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,BLACKSTENIUS Stina,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,MUSOVIC Zecira,SWE,FBL,Women,0,1,0
2021-08-06T00:00:00Z,MORGAN Alex,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,DAHLKEMPER Abby,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,FRANCH Adrianna,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,"NAEHER Alyssa",USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,CAMPBELL Jane,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,LLOYD Carli,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,MACARIO Catarina,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,PRESS Christen,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,KRUEGER Casey,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,DUNN Crystal,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,SONNETT Emily,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,ERTZ Julie,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,MEWIS Kristie,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,O'HARA Kelley,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,HORAN Lindsey,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,WILLIAMS Lynn,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,RAPINOE Megan,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,LAVELLE Rose,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,SAUERBRUNN Becky,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,MEWIS Samantha,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,DAVIDSON Tierna,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,HEATH Tobin,USA,FBL,Women,0,0,1
2021-08-06T00:00:00Z,MATLA Frederique,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,NUNNINK Laura Maria,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,PHENINCKX Malou,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,SANDERS Pien,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,STAM Lauren Lara Jeanette,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,van GEFFEN Margot,NED,HOC,Women,1,0,0
2021-08-06T00:00:00Z,van MAASAKKER Caia Jacqueline,NED,HOC,Women,1,0,0
